event_uid,chunk_id,chunk_text,titre,description,date,lieu,ville,latitude,longitude,type_evenement
19552949,19552949_0,"Événement : Média(bles) 2.0. Cirque / Diablotrains - Groupe de création des 9½ – 12½ ans / Dans le cadre de La Fête du Lido Date : 18/06/2026. Lieu : Centre municipal des arts du cirque Le Lido, Toulouse. Catégorie : {'fr': ['feteLido2026', 'ToutUnCirque2026']}.",Média(bles) 2.0,Cirque / Diablotrains - Groupe de création des 9½ – 12½ ans / Dans le cadre de La Fête du Lido,18/06/2026,Centre municipal des arts du cirque Le Lido,Toulouse,43.623737,1.47671,"{'fr': ['feteLido2026', 'ToutUnCirque2026']}"
14260320,14260320_0,"Événement : Avant que ça passe. Cirque / Création des 2e année de l’Ésacto’Lido / Collectif Al Dente / Dans le cadre de La Fête du Lido Date : 18/06/2026. Lieu : Centre municipal des arts du cirque Le Lido, Toulouse. Catégorie : {'fr': ['feteLido2026', 'ToutUnCirque2026']}.",Avant que ça passe,Cirque / Création des 2e année de l’Ésacto’Lido / Collectif Al Dente / Dans le cadre de La Fête du Lido,18/06/2026,Centre municipal des arts du cirque Le Lido,Toulouse,43.623737,1.47671,"{'fr': ['feteLido2026', 'ToutUnCirque2026']}"
4277341,4277341_0,"Événement : Restitution et initiation aux activités de loisirs. Restitution suivie du spectacle Niente Panico ! à 20h30 Date : 19/06/2026. Lieu : Centre culturel Renan, Toulouse. Catégorie : {'fr': ['faitesdesactivites2026']}.",Restitution et initiation aux activités de loisirs,Restitution suivie du spectacle Niente Panico ! à 20h30,19/06/2026,Centre culturel Renan,Toulouse,43.636404,1.442497,{'fr': ['faitesdesactivites2026']}
82974119,82974119_0,"Événement : L’Arbre Sans Nom. Théâtre / Marilableu de la Cie Folies Passagères / Dans le cadre du Mois du monde Date : 19/06/2026. Lieu : Médiathèque Grand M, Toulouse.",L’Arbre Sans Nom,Théâtre / Marilableu de la Cie Folies Passagères / Dans le cadre du Mois du monde,19/06/2026,Médiathèque Grand M,Toulouse,43.567197,1.400693,
95064003,95064003_0,"Événement : Mission Cléo-plâtre. Cirque / Bulles en balle  - Groupe de création des 9½ – 12½ ans / Dans le cadre de La Fête du Lido Date : 19/06/2026. Lieu : Centre municipal des arts du cirque Le Lido, Toulouse. Catégorie : {'fr': ['feteLido2026', 'ToutUnCirque2026']}.",Mission Cléo-plâtre,Cirque / Bulles en balle  - Groupe de création des 9½ – 12½ ans / Dans le cadre de La Fête du Lido,19/06/2026,Centre municipal des arts du cirque Le Lido,Toulouse,43.623737,1.47671,"{'fr': ['feteLido2026', 'ToutUnCirque2026']}"
78874932,78874932_0,"Événement : Niente Panico !. Jeune public / Cirque, jonglage, manipulation d'armoire / Dans le cadre de Faites des activités ! / Dès 6 ans Date : 19/06/2026. Lieu : City Stade Renan, Toulouse. Catégorie : {'fr': ['ToutUnCirque2026', 'renan']}.",Niente Panico !,"Jeune public / Cirque, jonglage, manipulation d'armoire / Dans le cadre de Faites des activités ! / Dès 6 ans",19/06/2026,City Stade Renan,Toulouse,43.63571,1.442922,"{'fr': ['ToutUnCirque2026', 'renan']}"
23950346,23950346_0,"Événement : Je (re)dis oui !. Cirque / Similicircus - Groupe de création des 12½ – 17½ ans / Dans le cadre de La Fête du Lido Date : 19/06/2026. Lieu : Centre municipal des arts du cirque Le Lido, Toulouse. Catégorie : {'fr': ['feteLido2026', 'ToutUnCirque2026']}.",Je (re)dis oui !,Cirque / Similicircus - Groupe de création des 12½ – 17½ ans / Dans le cadre de La Fête du Lido,19/06/2026,Centre municipal des arts du cirque Le Lido,Toulouse,43.623737,1.47671,"{'fr': ['feteLido2026', 'ToutUnCirque2026']}"
43510653,43510653_0,"Événement : Madagascar 3. Ciné plein air / Animation, E. Darnell, T. McGrath et C. Vernon, 2012, 1h33 Date : 19/06/2026. Lieu : Petit Bois de Bagatelle, Toulouse. Catégorie : {'fr': ['henri-desbals', 'CineSousLesEtoiles2026']}.",Madagascar 3,"Ciné plein air / Animation, E. Darnell, T. McGrath et C. Vernon, 2012, 1h33",19/06/2026,Petit Bois de Bagatelle,Toulouse,43.579893,1.408681,"{'fr': ['henri-desbals', 'CineSousLesEtoiles2026']}"
20930443,20930443_0,"Événement : À la découverte des îles de la Méditerranée. Dès 6 ans - musée numérique / Dès 10 ans - réalité virtuelle « Discovery Tour : Ancient Greece (Ubisoft) » Date : 20/06/2026. Lieu : Micro-Folie Toulouse Ernest-Renan, Toulouse.",À la découverte des îles de la Méditerranée,Dès 6 ans - musée numérique / Dès 10 ans - réalité virtuelle « Discovery Tour : Ancient Greece (Ubisoft) »,20/06/2026,Micro-Folie Toulouse Ernest-Renan,Toulouse,43.636665,1.44249,
37263856,37263856_0,"Événement : Carton plein. Cirque / Otaries - Groupe de création 7½ – 9½ ans / Dans le cadre de La Fête du Lido Date : 20/06/2026. Lieu : Centre municipal des arts du cirque Le Lido, Toulouse. Catégorie : {'fr': ['feteLido2026', 'ToutUnCirque2026']}.",Carton plein,Cirque / Otaries - Groupe de création 7½ – 9½ ans / Dans le cadre de La Fête du Lido,20/06/2026,Centre municipal des arts du cirque Le Lido,Toulouse,43.623737,1.47671,"{'fr': ['feteLido2026', 'ToutUnCirque2026']}"
63588786,63588786_0,"Événement : Du projet à la scène. Musique Date : 20/06/2026. Lieu : Centre culturel Bellegarde, Toulouse.",Du projet à la scène,Musique,20/06/2026,Centre culturel Bellegarde,Toulouse,43.608497,1.444499,
76579085,76579085_0,"Événement : Gala de danse. Représentation de l'atelier danse du Centre culturel Saint-Cyprien Date : 20/06/2026. Lieu : Centre Culturel Théâtre des Mazades, Toulouse. Catégorie : {'fr': ['faitesdesactivites2026', 'saint-cyprien']}.",Gala de danse,Représentation de l'atelier danse du Centre culturel Saint-Cyprien,20/06/2026,Centre Culturel Théâtre des Mazades,Toulouse,43.623787,1.438561,"{'fr': ['faitesdesactivites2026', 'saint-cyprien']}"
42485814,42485814_0,"Événement : Identités remarquables. Cirque / Circastics - Groupe de création des 12½ - 17½ ans / Dans le cadre de La Fête du Lido Date : 20/06/2026. Lieu : Centre municipal des arts du cirque Le Lido, Toulouse. Catégorie : {'fr': ['feteLido2026', 'ToutUnCirque2026']}.",Identités remarquables,Cirque / Circastics - Groupe de création des 12½ - 17½ ans / Dans le cadre de La Fête du Lido,20/06/2026,Centre municipal des arts du cirque Le Lido,Toulouse,43.623737,1.47671,"{'fr': ['feteLido2026', 'ToutUnCirque2026']}"
97845256,97845256_0,"Événement : Colibri taille 11. Cirque / Kiprokollectif - Collectif de recherche et création adultes amateurs / Dans le cadre de La Fête du Lido Date : 20/06/2026. Lieu : Centre municipal des arts du cirque Le Lido, Toulouse. Catégorie : {'fr': ['feteLido2026', 'ToutUnCirque2026']}.",Colibri taille 11,Cirque / Kiprokollectif - Collectif de recherche et création adultes amateurs / Dans le cadre de La Fête du Lido,20/06/2026,Centre municipal des arts du cirque Le Lido,Toulouse,43.623737,1.47671,"{'fr': ['feteLido2026', 'ToutUnCirque2026']}"
35416425,35416425_0,"Événement : La mystérieuse rencontre. Cirque / Singes - Groupe de création 7½ – 9½ ans / Dans le cadre de La Fête du Lido Date : 21/06/2026. Lieu : Centre municipal des arts du cirque Le Lido, Toulouse. Catégorie : {'fr': ['feteLido2026', 'ToutUnCirque2026']}.",La mystérieuse rencontre,Cirque / Singes - Groupe de création 7½ – 9½ ans / Dans le cadre de La Fête du Lido,21/06/2026,Centre municipal des arts du cirque Le Lido,Toulouse,43.623737,1.47671,"{'fr': ['feteLido2026', 'ToutUnCirque2026']}"
7808277,7808277_0,"Événement : FanFare Future. Événement organisé par Music’Halle avec les 1ère année de l’Ésacto’Lido / Dans le cadre de La Fête du Lido Date : 21/06/2026. Lieu : Centre Culturel Espace Job, Toulouse. Catégorie : {'fr': ['feteLido2026', 'ToutUnCirque2026']}.",FanFare Future,Événement organisé par Music’Halle avec les 1ère année de l’Ésacto’Lido / Dans le cadre de La Fête du Lido,21/06/2026,Centre Culturel Espace Job,Toulouse,43.616141,1.40822,"{'fr': ['feteLido2026', 'ToutUnCirque2026']}"
94427369,94427369_0,"Événement : Mind, the gap · À bien y penser. Cirque / Jokers - Groupe de création des 12½ – 17½ ans / Dans le cadre de La Fête du Lido Date : 21/06/2026. Lieu : Centre municipal des arts du cirque Le Lido, Toulouse. Catégorie : {'fr': ['feteLido2026', 'ToutUnCirque2026']}.","Mind, the gap · À bien y penser",Cirque / Jokers - Groupe de création des 12½ – 17½ ans / Dans le cadre de La Fête du Lido,21/06/2026,Centre municipal des arts du cirque Le Lido,Toulouse,43.623737,1.47671,"{'fr': ['feteLido2026', 'ToutUnCirque2026']}"
43275887,43275887_0,"Événement : FLUX. Cirque / Adultes Amateurs / Dans le cadre de La Fête du Lido Date : 21/06/2026. Lieu : Centre Culturel Espace Job, Toulouse. Catégorie : {'fr': ['feteLido2026', 'ToutUnCirque2026']}.",FLUX,Cirque / Adultes Amateurs / Dans le cadre de La Fête du Lido,21/06/2026,Centre Culturel Espace Job,Toulouse,43.616141,1.40822,"{'fr': ['feteLido2026', 'ToutUnCirque2026']}"
96320207,96320207_0,"Événement : Les amants du ciel. Arts de la rue / Cie Mattatoio Sospeso / Dans le cadre des Artistes en plein air Date : 23/06/2026. Lieu : Centre culturel La Brique Rouge, Toulouse. Catégorie : {'fr': ['ToutUnCirque2026']}.",Les amants du ciel,Arts de la rue / Cie Mattatoio Sospeso / Dans le cadre des Artistes en plein air,23/06/2026,Centre culturel La Brique Rouge,Toulouse,43.578174,1.438712,{'fr': ['ToutUnCirque2026']}
34199766,34199766_0,"Événement : Lumière sur les ateliers arts plastiques. Exposition / Vernissage mercredi 24 juin à 17h30 Date : 24/06/2026. Lieu : Centre culturel Bonnefoy, Toulouse. Catégorie : {'fr': ['faitesdesactivites2026']}.",Lumière sur les ateliers arts plastiques,Exposition / Vernissage mercredi 24 juin à 17h30,24/06/2026,Centre culturel Bonnefoy,Toulouse,43.61631,1.453587,{'fr': ['faitesdesactivites2026']}
50439964,50439964_0,"Événement : Graines d'artistes. Performances / En partenariat avec les associations hébergées au Centre culturel Date : 24/06/2026. Lieu : Centre culturel Reynerie, Toulouse. Catégorie : {'fr': ['faitesdesactivites2026']}.",Graines d'artistes,Performances / En partenariat avec les associations hébergées au Centre culturel,24/06/2026,Centre culturel Reynerie,Toulouse,43.572068,1.403253,{'fr': ['faitesdesactivites2026']}
78372205,78372205_0,"Événement : Art et cirque : la Micro-Folie entre en piste. Musée numérique Date : 24/06/2026. Lieu : Maison de quartier Rangueil, Toulouse. Catégorie : {'fr': ['ToutUnCirque2026', 'MFitinerante']}.",Art et cirque : la Micro-Folie entre en piste,Musée numérique,24/06/2026,Maison de quartier Rangueil,Toulouse,43.574857,1.463971,"{'fr': ['ToutUnCirque2026', 'MFitinerante']}"
29775972,29775972_0,"Événement : Restitution ateliers & stages de photographie. Projection hors-les-murs Date : 24/06/2026. Lieu : Le Château d'Eau, Toulouse. Catégorie : {'fr': ['faitesdesactivites2026', 'saint-cyprien']}.",Restitution ateliers & stages de photographie,Projection hors-les-murs,24/06/2026,Le Château d'Eau,Toulouse,43.598749,1.436591,"{'fr': ['faitesdesactivites2026', 'saint-cyprien']}"
58344944,58344944_0,"Événement : MAGMA X Bellegarde. Arts visuels - Atelier microédition - Quentin Jouret & Julie Hascoët Date : 25/06/2026. Lieu : Centre culturel Bellegarde, Toulouse.",MAGMA X Bellegarde,Arts visuels - Atelier microédition - Quentin Jouret & Julie Hascoët,25/06/2026,Centre culturel Bellegarde,Toulouse,43.608497,1.444499,
62179676,62179676_0,"Événement : R.E.V Rencontre en Vrai. Danse / Dans le cadre du Festival REBISH #9 Date : 25/06/2026. Lieu : Jardin Michelet, Toulouse. Catégorie : {'fr': ['bonnefoy']}.",R.E.V Rencontre en Vrai,Danse / Dans le cadre du Festival REBISH #9,25/06/2026,Jardin Michelet,Toulouse,43.620282,1.457388,{'fr': ['bonnefoy']}
18671995,18671995_0,"Événement : Vernissage MAGMA X Bellegarde - Quentin Jouret. Arts visuels - Atelier microédition Date : 25/06/2026. Lieu : Centre culturel Bellegarde, Toulouse.",Vernissage MAGMA X Bellegarde - Quentin Jouret,Arts visuels - Atelier microédition,25/06/2026,Centre culturel Bellegarde,Toulouse,43.608497,1.444499,
17748871,17748871_0,"Événement : Muraille. Théâtre / Cie Pied de Biche / Dans le cadre du festival REBISH #9 / Dès 15 ans Date : 25/06/2026. Lieu : Centre culturel Bonnefoy, Toulouse.",Muraille,Théâtre / Cie Pied de Biche / Dans le cadre du festival REBISH #9 / Dès 15 ans,25/06/2026,Centre culturel Bonnefoy,Toulouse,43.61631,1.453587,
80416230,80416230_0,"Événement : Tous en scène. Ciné plain air / Animation, G. Jennings, 2016, 1h48 / Organisé par le Centre culturel - Théâtre des Mazades avec Adoma et le centre social Alliances et Cultures Nord Date : 25/06/2026. Lieu : Place des Papyrus, Toulouse. Catégorie : {'fr': ['mazades', 'CineSousLesEtoiles2026']}.",Tous en scène,"Ciné plain air / Animation, G. Jennings, 2016, 1h48 / Organisé par le Centre culturel - Théâtre des Mazades avec Adoma et le centre social Alliances et Cultures Nord",25/06/2026,Place des Papyrus,Toulouse,43.6352,1.43386,"{'fr': ['mazades', 'CineSousLesEtoiles2026']}"
69678847,69678847_0,"Événement : Idylle. Arts de la rue / Fable du quotidien / Cie KS / Dès 6 ans Date : 26/06/2026. Lieu : Jardin Raymond VI, Toulouse. Catégorie : {'fr': ['ToutUnCirque2026', 'saint-cyprien']}.",Idylle,Arts de la rue / Fable du quotidien / Cie KS / Dès 6 ans,26/06/2026,Jardin Raymond VI,Toulouse,43.59804,1.430695,"{'fr': ['ToutUnCirque2026', 'saint-cyprien']}"
1682896,1682896_0,"Événement : Migration. Ciné plein air / Animation, B. Renner et G. Homsy, 2023, 1h22 Date : 26/06/2026. Lieu : Guilhermy, Toulouse. Catégorie : {'fr': ['CineSousLesEtoiles2026', 'saint-simon']}.",Migration,"Ciné plein air / Animation, B. Renner et G. Homsy, 2023, 1h22",26/06/2026,Guilhermy,Toulouse,43.567823,1.370814,"{'fr': ['CineSousLesEtoiles2026', 'saint-simon']}"
34213316,34213316_0,"Événement : Les Apprentis de l'art. Exposition / Vernissage le samedi 27 juin à 18h30, avec Hocine Allalou et Ben Assabi Date : 27/06/2026. Lieu : Centre Culturel Théâtre des Mazades, Toulouse. Catégorie : {'fr': ['faitesdesactivites2026']}.",Les Apprentis de l'art,"Exposition / Vernissage le samedi 27 juin à 18h30, avec Hocine Allalou et Ben Assabi",27/06/2026,Centre Culturel Théâtre des Mazades,Toulouse,43.623787,1.438561,{'fr': ['faitesdesactivites2026']}
15851895,15851895_0,"Événement : Plongée dans les activités. Restitution des ateliers / En lien avec l'exposition des élèves des courts d'arts plastiques lors du vernissage à 18h30. Date : 27/06/2026. Lieu : Centre Culturel Théâtre des Mazades, Toulouse. Catégorie : {'fr': ['faitesdesactivites2026']}.",Plongée dans les activités,Restitution des ateliers / En lien avec l'exposition des élèves des courts d'arts plastiques lors du vernissage à 18h30.,27/06/2026,Centre Culturel Théâtre des Mazades,Toulouse,43.623787,1.438561,{'fr': ['faitesdesactivites2026']}
49760725,49760725_0,"Événement : Ravebish, soirée de clôture. Festival REBISH #9 Date : 27/06/2026. Lieu : Jardin Michelet, Toulouse. Catégorie : {'fr': ['bonnefoy']}.","Ravebish, soirée de clôture",Festival REBISH #9,27/06/2026,Jardin Michelet,Toulouse,43.620282,1.457388,{'fr': ['bonnefoy']}
49109271,49109271_0,"Événement : Mîrkut. Rock psychédélique kurde Date : 27/06/2026. Lieu : Jardin du Pech, Toulouse. Catégorie : {'fr': ['henri-desbals']}.",Mîrkut,Rock psychédélique kurde,27/06/2026,Jardin du Pech,Toulouse,43.591205,1.418856,{'fr': ['henri-desbals']}
6179984,6179984_0,"Événement : Nos jours heureux. Ciné plein air / Réalisé Éric Toledano et Olivier Nakach / Comédie / Durée 1h43 Date : 27/06/2026. Lieu : Place Job, Toulouse. Catégorie : {'fr': ['CineSousLesEtoiles2026', 'job']}.",Nos jours heureux,Ciné plein air / Réalisé Éric Toledano et Olivier Nakach / Comédie / Durée 1h43,27/06/2026,Place Job,Toulouse,43.6166,1.408217,"{'fr': ['CineSousLesEtoiles2026', 'job']}"
88134360,88134360_0,"Événement : Sélection de courts-métrages. Ciné plein air / Par les Vidéophages / Organisé par le Centre culturel Henri-Desbals Date : 27/06/2026. Lieu : Jardin du Pech, Toulouse. Catégorie : {'fr': ['henri-desbals', 'CineSousLesEtoiles2026']}.",Sélection de courts-métrages,Ciné plein air / Par les Vidéophages / Organisé par le Centre culturel Henri-Desbals,27/06/2026,Jardin du Pech,Toulouse,43.591205,1.418856,"{'fr': ['henri-desbals', 'CineSousLesEtoiles2026']}"
13242957,13242957_0,"Événement : Les peintres nomades. Arts de la rue / Maquillage artistique / Dans le cadre de Parc en scène / Cie Nomadenko Date : 28/06/2026. Lieu : Gymnase des Argoulets, Toulouse. Catégorie : {'fr': ['soupetard']}.",Les peintres nomades,Arts de la rue / Maquillage artistique / Dans le cadre de Parc en scène / Cie Nomadenko,28/06/2026,Gymnase des Argoulets,Toulouse,43.616684,1.47756,{'fr': ['soupetard']}
79908642,79908642_0,"Événement : Parc en scène. Arts de la rue / En partenariat avec le Club de prévention spécialisée Toulouse Est Date : 28/06/2026. Lieu : Gymnase des Argoulets, Toulouse. Catégorie : {'fr': ['soupetard']}.",Parc en scène,Arts de la rue / En partenariat avec le Club de prévention spécialisée Toulouse Est,28/06/2026,Gymnase des Argoulets,Toulouse,43.616684,1.47756,{'fr': ['soupetard']}
94960946,94960946_0,"Événement : Le Petit Clapotis du Grand Large, manège à pédales. Arts de la rue / Cie Les Gentils Coquelicots Date : 28/06/2026. Lieu : Gymnase des Argoulets, Toulouse. Catégorie : {'fr': ['soupetard']}.","Le Petit Clapotis du Grand Large, manège à pédales",Arts de la rue / Cie Les Gentils Coquelicots,28/06/2026,Gymnase des Argoulets,Toulouse,43.616684,1.47756,{'fr': ['soupetard']}
11779570,11779570_0,"Événement : Pour Hêtre. Arts de la rue / Cirque participatif / Dans le cadre de Parc en scène / Cie Iéto Date : 28/06/2026. Lieu : Gymnase des Argoulets, Toulouse. Catégorie : {'fr': ['ToutUnCirque2026', 'soupetard']}.",Pour Hêtre,Arts de la rue / Cirque participatif / Dans le cadre de Parc en scène / Cie Iéto,28/06/2026,Gymnase des Argoulets,Toulouse,43.616684,1.47756,"{'fr': ['ToutUnCirque2026', 'soupetard']}"
11443406,11443406_0,"Événement : Toni Truelle. Musique - Dans le cadre des Artistes en plein air Date : 30/06/2026. Lieu : Centre culturel La Brique Rouge, Toulouse.",Toni Truelle,Musique - Dans le cadre des Artistes en plein air,30/06/2026,Centre culturel La Brique Rouge,Toulouse,43.578174,1.438712,
79932828,79932828_0,"Événement : Exposition / Restitution des ateliers & stages arts plastiques. Vernissage mercredi 1er juillet à 18h30 Date : 01/07/2026. Lieu : Centre Culturel Saint-Cyprien, Toulouse. Catégorie : {'fr': ['faitesdesactivites2026']}.",Exposition / Restitution des ateliers & stages arts plastiques,Vernissage mercredi 1er juillet à 18h30,01/07/2026,Centre Culturel Saint-Cyprien,Toulouse,43.598381,1.430785,{'fr': ['faitesdesactivites2026']}
76376178,76376178_0,"Événement : Jonction 2026. Exposition / Restitutions d'ateliers & de recherches plastiques / Vernissage le mercredi 1er juillet à 18h30 Date : 01/07/2026. Lieu : Centre culturel Henri-Desbals, Toulouse. Catégorie : {'fr': ['faitesdesactivites2026']}.",Jonction 2026,Exposition / Restitutions d'ateliers & de recherches plastiques / Vernissage le mercredi 1er juillet à 18h30,01/07/2026,Centre culturel Henri-Desbals,Toulouse,43.579486,1.411946,{'fr': ['faitesdesactivites2026']}
85284010,85284010_0,"Événement : Entremesclats. Jeune public / Dans le cadre de Art en éveil / Espace de manipulation libre et d’expression poétique / Cie la Fabrique à Contes / De 18 mois à 5 ans Date : 02/07/2026. Lieu : Centre culturel La Brique Rouge, Toulouse.",Entremesclats,Jeune public / Dans le cadre de Art en éveil / Espace de manipulation libre et d’expression poétique / Cie la Fabrique à Contes / De 18 mois à 5 ans,02/07/2026,Centre culturel La Brique Rouge,Toulouse,43.578174,1.438712,
11213663,11213663_0,"Événement : Temps fort « Art en éveil ». Jeune public / En partenariat avec la Bobine, la Ludothèque Jean Moulin, la crèche, la halte-garderie, la Médiathèque et le Centre social d’Empalot  / De 6 mois à 5 ans Date : 02/07/2026. Lieu : Centre culturel La Brique Rouge, Toulouse.",Temps fort « Art en éveil »,"Jeune public / En partenariat avec la Bobine, la Ludothèque Jean Moulin, la crèche, la halte-garderie, la Médiathèque et le Centre social d’Empalot  / De 6 mois à 5 ans",02/07/2026,Centre culturel La Brique Rouge,Toulouse,43.578174,1.438712,
39544161,39544161_0,"Événement : À la découverte des arts vivants. Jeune public / Cie en filigrane /  Dans le cadre de Art en éveil / De 6 mois à 3 ans Date : 02/07/2026. Lieu : Centre culturel La Brique Rouge, Toulouse.",À la découverte des arts vivants,Jeune public / Cie en filigrane /  Dans le cadre de Art en éveil / De 6 mois à 3 ans,02/07/2026,Centre culturel La Brique Rouge,Toulouse,43.578174,1.438712,
76795328,76795328_0,"Événement : 4 Œufs. Jeune public / Dans le cadre de Art en éveil / De 6 mois à 3 ans Date : 02/07/2026. Lieu : Centre culturel La Brique Rouge, Toulouse.",4 Œufs,Jeune public / Dans le cadre de Art en éveil / De 6 mois à 3 ans,02/07/2026,Centre culturel La Brique Rouge,Toulouse,43.578174,1.438712,
67008592,67008592_0,"Événement : Les Pirates ! Bons à rien, mauvais en tout. Ciné plein air / Animation, P. Lord, J. Newitt, 2012, 1h29 / Dans le cadre d’Un été au bord du lac Date : 02/07/2026. Lieu : Place André-Abbal, Toulouse. Catégorie : {'fr': ['reynerie', 'CineSousLesEtoiles2026']}.","Les Pirates ! Bons à rien, mauvais en tout","Ciné plein air / Animation, P. Lord, J. Newitt, 2012, 1h29 / Dans le cadre d’Un été au bord du lac",02/07/2026,Place André-Abbal,Toulouse,43.570954,1.402722,"{'fr': ['reynerie', 'CineSousLesEtoiles2026']}"
30598861,30598861_0,"Événement : En dessous. Jeune public / Dans le cadre de Art en éveil / Cie de la Tong / Dès 18 mois Date : 03/07/2026. Lieu : Centre culturel La Brique Rouge, Toulouse.",En dessous,Jeune public / Dans le cadre de Art en éveil / Cie de la Tong / Dès 18 mois,03/07/2026,Centre culturel La Brique Rouge,Toulouse,43.578174,1.438712,
31131231,31131231_0,"Événement : Globules. Jeune public / Dans le cadre de Art en éveil / Cie clan des songes / Dès 3 ans Date : 03/07/2026. Lieu : Centre culturel La Brique Rouge, Toulouse.",Globules,Jeune public / Dans le cadre de Art en éveil / Cie clan des songes / Dès 3 ans,03/07/2026,Centre culturel La Brique Rouge,Toulouse,43.578174,1.438712,
93138822,93138822_0,"Événement : Sóll. Musique - Organisé par le Centre culturel Renan Date : 03/07/2026. Lieu : Stade Georges Rigal, Toulouse. Catégorie : {'fr': ['renan']}.",Sóll,Musique - Organisé par le Centre culturel Renan,03/07/2026,Stade Georges Rigal,Toulouse,43.642839,1.441186,{'fr': ['renan']}
65692540,65692540_0,"Événement : Mîrkut. Rock psychédélique kurde Date : 03/07/2026. Lieu : Jardin Michelet, Toulouse. Catégorie : {'fr': ['bonnefoy']}.",Mîrkut,Rock psychédélique kurde,03/07/2026,Jardin Michelet,Toulouse,43.620282,1.457388,{'fr': ['bonnefoy']}
38814093,38814093_0,"Événement : Princes et princesses. Ciné plein air / Animation, Michel Ocelot, 1998, 1h10 / Organisé par le Centre culturel Renan / En partenariat avec le cinéma Utopia Borderouge / Dès 5 ans Date : 03/07/2026. Lieu : Stade Georges Rigal, Toulouse. Catégorie : {'fr': ['renan', 'CineSousLesEtoiles2026']}.",Princes et princesses,"Ciné plein air / Animation, Michel Ocelot, 1998, 1h10 / Organisé par le Centre culturel Renan / En partenariat avec le cinéma Utopia Borderouge / Dès 5 ans",03/07/2026,Stade Georges Rigal,Toulouse,43.642839,1.441186,"{'fr': ['renan', 'CineSousLesEtoiles2026']}"
11487019,11487019_0,"Événement : CARTON. Jeune public / Dans le cadre de Art en éveil / Cie les voyageurs immobiles / De 6 mois à 3 ans Date : 04/07/2026. Lieu : Centre culturel La Brique Rouge, Toulouse.",CARTON,Jeune public / Dans le cadre de Art en éveil / Cie les voyageurs immobiles / De 6 mois à 3 ans,04/07/2026,Centre culturel La Brique Rouge,Toulouse,43.578174,1.438712,
49267463,49267463_0,"Événement : Rencontre musicale avec Les Sacqueboutiers. Les rencontres du Festival de Toulouse Date : 06/07/2026. Lieu : Centre culturel La Brique Rouge, Toulouse. Catégorie : {'fr': ['FestivalDeToulouse2026CC', 'brique-rouge']}.",Rencontre musicale avec Les Sacqueboutiers,Les rencontres du Festival de Toulouse,06/07/2026,Centre culturel La Brique Rouge,Toulouse,43.578174,1.438712,"{'fr': ['FestivalDeToulouse2026CC', 'brique-rouge']}"
85471220,85471220_0,"Événement : Traversées. Musique - Quatuor à cordes - Cie Les Impromptueuses - Dans le cadre des Artistes en plein air Date : 07/07/2026. Lieu : Centre culturel La Brique Rouge, Toulouse.",Traversées,Musique - Quatuor à cordes - Cie Les Impromptueuses - Dans le cadre des Artistes en plein air,07/07/2026,Centre culturel La Brique Rouge,Toulouse,43.578174,1.438712,
39064185,39064185_0,"Événement : Jumanji. Ciné plein air / Aventure, J. Johnston, 1995, 1h40 / Organisé par le Centre culturel - Théâtre des Mazades / En partenariat avec l’association des commerçants Date : 07/07/2026. Lieu : Place Antonin Froidure, Toulouse. Catégorie : {'fr': ['mazades', 'CineSousLesEtoiles2026']}.",Jumanji,"Ciné plein air / Aventure, J. Johnston, 1995, 1h40 / Organisé par le Centre culturel - Théâtre des Mazades / En partenariat avec l’association des commerçants",07/07/2026,Place Antonin Froidure,Toulouse,43.628868,1.449107,"{'fr': ['mazades', 'CineSousLesEtoiles2026']}"
68485275,68485275_0,"Événement : En fanfare. Ciné plein air / Réalisé par Emmanuel Courcol / Comédie / Drame / Durée 1h44 Date : 08/07/2026. Lieu : Parc Job, Toulouse. Catégorie : {'fr': ['CineSousLesEtoiles2026', 'job']}.",En fanfare,Ciné plein air / Réalisé par Emmanuel Courcol / Comédie / Drame / Durée 1h44,08/07/2026,Parc Job,Toulouse,43.617381,1.406752,"{'fr': ['CineSousLesEtoiles2026', 'job']}"
63463508,63463508_0,"Événement : Rencontre musicale avec Pascal Contet. Les rencontres du Festival de Toulouse Date : 09/07/2026. Lieu : Centre Culturel Saint-Cyprien, Toulouse. Catégorie : {'fr': ['FestivalDeToulouse2026CC']}.",Rencontre musicale avec Pascal Contet,Les rencontres du Festival de Toulouse,09/07/2026,Centre Culturel Saint-Cyprien,Toulouse,43.598381,1.430785,{'fr': ['FestivalDeToulouse2026CC']}
97354429,97354429_0,"Événement : Vernissage MAGMA X Bellegarde - Julie Hascoët. Arts visuels - Atelier microédition Date : 09/07/2026. Lieu : Centre culturel Bellegarde, Toulouse.",Vernissage MAGMA X Bellegarde - Julie Hascoët,Arts visuels - Atelier microédition,09/07/2026,Centre culturel Bellegarde,Toulouse,43.608497,1.444499,
